NER,frequency,to appear? (yes/no),EN name,EL name
ministers,5,yes,Ministers,Υπουργοί
policies,5,yes,Policies,Πολιτικές
communist party,5,yes,Communist Party,Κομμουνιστικό Κόμμα
menidi,5,yes,Menidi,Μενίδι
57,5,yes,57,57
university of ioannina,5,yes,University Of Ioannina,Πανεπιστήμιο Ιωαννίνων
health care,5,yes,Health Care,Υγειονομική Περίθαλψη
our people,5,yes,Our People,Οι Άνθρωποί Μας
thesprotia,5,yes,Thesprotia,Θεσπρωτία
sweden,5,yes,Sweden,Σουηδία
memorandum,5,yes,Memorandum,Υπόμνημα
simitis,5,yes,Simitis,Σημίτης
wednesday,5,yes,Wednesday,Τετάρτη
300,5,yes,300,300
next four years,5,yes,Next Four Years,Τα Επόμενα Τέσσερα Χρόνια
bremen,5,yes,Bremen,Μπρέμεν
house of representatives,5,yes,House Of Representatives,Βουλή Των Αντιπροσώπων
george stathakis,5,yes,George Stathakis,Γιώργος Σταθάκης
stathakis,5,yes,Stathakis,Σταθάκης
25 alliance for rupture,5,yes,25 Alliance For Rupture,25 Συμμαχία Για Ρήξη
august 2018,5,yes,August 2018,Αύγουστος 2018
syntagma square,5,yes,Syntagma Square,Τετράγωνο Συντάγματος
new york,5,yes,New York,Νέα Υόρκη
dimitris zervoudakis,5,yes,Dimitris Zervoudakis,Δημήτρης Ζερβουδάκης
investment grade,5,yes,Investment Grade,Επενδυτική Βαθμίδα
jersey,5,yes,Jersey,Jersey
aegean sea,5,yes,Aegean Sea,Αιγαίο Πέλαγος
nice,5,yes,Nikaia,Nίκαια
perama,5,yes,Perama,Πέραμα
mediterranean,5,yes,Mediterranean,Μεσογειακή
rizospastis,5,yes,Rizospastis,Ριζοσπάστης
nazi,5,yes,Nazi,Ναζί
communist,5,yes,Communist,Κομμουνιστικό
gop,5,yes,Gop,Gop
civil protection,5,yes,Civil Protection,Πολιτική Προστασία
agia varvara,5,yes,Agia Varvara,Αγία Βαρβάρα
kallithea,5,yes,Kallithea,Καλλιθέα
navy,5,yes,Navy,Ναυτικό
thessaloniki metro,5,yes,Thessaloniki Metro,Μετρό Θεσσαλονίκης
2024,5,yes,2024,2024
156 health centres,5,yes,156 Health Centres,156 Κέντρα Υγείας
breast cancer,5,yes,Breast Cancer,Καρκίνος Του Μαστού
f-16s,5,yes,F-16s,F-16
national sovereignty,5,yes,National Sovereignty,Εθνική Κυριαρχία
katrougal,5,yes,Katrougalos,Κατρούγκαλος
central macedonia,5,yes,Central Macedonia,Κεντρική Μακεδονία
mr. regional governor,5,yes,Mr. Regional Governor,Κ. Περιφερειάρχη
f-35,5,yes,F-35,F-35
young democrats,5,yes,Young Democrats,Νέοι Δημοκράτες
arab world,5,yes,Arab World,Αραβικός Κόσμος
constantine and helen,5,yes,Constantine And Helen,Κωνσταντίνος Και Ελένη
younger generation,4,yes,Younger Generation,Νεότερη Γενιά
meps,4,yes,Meps,Μέλη του Ευρωκοινοβουλίου
george,4,yes,George,Γιώργος
agri-food,4,yes,Agri-food,Αγροδιατροφή
pavlos fyssa,4,yes,Pavlos Fyssas,Παύλος Φύσσας
latin america,4,yes,Latin America,Λατινική Αμερική
asia,4,yes,Asia,Ασία
political opponents,4,yes,Political Opponents,Πολιτικοί Αντίπαλοι
ungovernability,4,yes,Ungovernability,Ακυβερνησία
october 21,4,yes,October 21,21 Οκτωβρίου
kalavryta,4,yes,Kalavryta,Καλάβρυτα
austria,4,yes,Austria,Αυστρία
greek farmer,4,yes,Greek Farmer,Έλληνας Αγρότης
fuel,4,yes,Fuel,Καύσιμα
liberal,4,yes,Liberal,Φιλελεύθερο
made in greece,4,yes,Made In Greece,Made In Greece
vroutsis,4,yes,Vroutsis,Βρούτσης
primary health care,4,yes,Primary Health Care,Πρωτοβάθμια Υγειονομική Περίθαλψη
european institutions,4,yes,European Institutions,Ευρωπαϊκά Θεσμικά Όργανα
blue children,4,yes,Blue Guys,Γαλάζια Παιδιά
meritocracy,4,yes,Meritocracy,Αξιοκρατία
pensioner,4,yes,Pensioner,Συνταξιούχος
tax office,4,yes,Tax Office,Εφορία
borrowers,4,yes,Borrowers,Δανειολήπτες
pavlos fyssas,4,yes,Pavlos Fyssas,Παύλος Φύσσας
lignite,4,yes,Lignite,Λιγνίτης
ministry of rural development,4,yes,Ministry Of Rural Development,Υπουργείο Αγροτικής Ανάπτυξης
vocational education,4,yes,Vocational Education,Επαγγελματική Εκπαίδευση
fyssa,4,yes,Fyssa,Φύσσα
mr katrougalos,4,yes,Mr Katrougalos,Κ. Κατρούγκαλος
prespes,4,yes,Prespes,Πρέσπες
arkalochori,4,yes,Arkalochori,Αρκαλοχώρι
bulgarians,4,yes,Bulgarians,Βούλγαροι
poland,4,yes,Poland,Πολωνία
prison,4,yes,Prison,Φυλακή
15%,4,yes,15%,15%
northern epirus,4,yes,Northern Epirus,Βορειοηπειρος
greek taxpayers,4,yes,Greek Taxpayers,Έλληνες Φορολογούμενοι
powerful,4,yes,Powerful,Ισχυρό
egnatia,4,yes,Egnatia,Εγνατία
central greece,4,yes,Central Greece,Κεντρική Ελλάδα
2 years,4,yes,2 Years,2 Χρόνια
harvard,4,yes,Harvard,Χάρβαρντ
greek-turkish,4,yes,Greek-turkish,Ελληνοτουρκικά
public health care,4,yes,Public Health Care,Δημόσια Υγειονομική Περίθαλψη
national health care system,4,yes,National Health Care System,Εθνικό Σύστημα Υγειονομικής Περίθαλψης
1980s,4,yes,1980s,1980s
community,4,yes,Community,Κοινότητα
megalopolis,4,yes,Megalopolis,Μεγαλόπολη
merkel,4,yes,Merkel,Μέρκελ
corruption,4,yes,Corruption,Διαφθορά
€,4,yes,€,€
skai,4,yes,Skai,ΣΚΑΙ
political leaders,4,yes,Political Leaders,Πολιτικοί Ηγέτες
bank,4,yes,Bank,Τράπεζα
macedonians,4,yes,Macedonians,Μακεδόνες
rama,4,yes,Rama,Υποκατάστημα
wiretapping scandal,4,yes,Wiretapping Scandal,Σκάνδαλο Υποκλοπών
inequalities,4,yes,Inequalities,Ανισότητες
may 22nd,4,yes,May 22nd,22 Μαΐου
lucas katseli,4,yes,Lucas Katseli,Λούκα Κατσέλη
progressive citizens,4,yes,Progressive Citizens,Προοδευτικοί Πολίτες
37 billion,4,yes,37 Billion,37 Δισεκατομμύρια
blue locusts,4,yes,Blue Locusts,Μπλε Ακρίδες
family rule,4,yes,Family Rule,Οικογενειακός Κανόνας
wage increases,4,yes,Wage Increases,Αυξήσεις Μισθών
special consumption tax,4,yes,Special Consumption Tax,Ειδικός Φόρος Κατανάλωσης
bread,4,yes,Bread,Ψωμί
the right,4,yes,The Right,Το Δικαίωμα
kastelli,4,yes,Kastelli,Καστέλλι
neighbourhood,4,yes,Neighbourhood,Γειτονιά
40 billion,4,yes,40 Billion,40 Δισεκατομμύρια
libya,4,yes,Libya,Λιβύη
icus,4,yes,Icus,Icus
syria,4,yes,Syria,Συρία
collective agreements,4,yes,Collective Agreements,Συλλογικές Συμβάσεις
'19,4,yes,'19,'19
three,4,yes,Three,Τρία
parents,4,yes,Parents,Γονείς
staikouras,4,yes,Staikouras,Σταϊκούρας
value added tax,4,yes,Value Added Tax,Φόρος Προστιθέμενης Αξίας
general accounting office,4,yes,General Accounting Office,Γενικό Λογιστήριο Του Κράτους
maximus building,4,yes,Maximus Building,Μέγαρο Μαξίμου
young women,4,yes,Young Women,Νεαρές Γυναίκες
september,4,yes,September,Σεπτέμβριος
10%,4,yes,10%,10%
10 billion,4,yes,10 Billion,10 Δισεκατομμύρια
kaisariani,4,yes,Kaisariani,Καισαριανή
law,4,yes,Law,Νόμος
collective labour agreements,4,yes,Collective Labour Agreements,Συλλογικές Συμβάσεις Εργασίας
kastelorizo,4,yes,Kastelorizo,Καστελόριζο
north aegean,4,yes,North Aegean,Βόρειο Αιγαίο
island,4,yes,Island,Νησί
university of western macedonia,4,yes,University Of Western Macedonia,Πανεπιστήμιο Της Δυτικής Μακεδονίας
neighbourhoods,4,yes,Neighbourhoods,Γειτονιές
maria,4,yes,Maria,Μαρία
poverty,4,yes,Poverty,Φτώχεια
south-west,4,yes,New Democracy,ΝΔ
kypseli,4,yes,Kypseli,Κυψέλη
four-year period,4,yes,Four-year Period,Τετραετής Περίοδος
british empire,4,yes,British Empire,Βρετανική Αυτοκρατορία
state budget,4,yes,State Budget,Κρατικός Προϋπολογισμός
john,4,yes,John,Γιάννης
antarsya,4,yes,Antarsya,Antarsya
alexis,4,yes,Alexis,Alexis
hercules market,4,yes,Hercules Market,Ηρακλής
mr. pyatt,4,yes,Mr. Pyatt,Ο Κ. Pyatt.
moscow,4,yes,Moscow,Μόσχα
macron,4,yes,Macron,Μακρόν
eurobank,4,yes,Eurobank,Eurobank
eydap,4,yes,EYDAP,ΕΥΔΑΠ
lenders,4,yes,Lenders,Δανειστές
piraeus bank,4,yes,Piraeus Bank,Τράπεζα Πειραιώς
financial times,4,yes,Financial Times,Οικονομικοί Καιροί
fascism,4,yes,Fascism,Φασισμός
papademos,4,yes,Papademos,Παπαδήμος
pristina,4,yes,Pristina,Πρίστινα
ukrainians,4,yes,Ukrainians,Ουκρανοί
militant left,4,yes,Militant Left,Μαχητική Αριστερά
amazon,4,yes,Amazon,Amazon
company,4,yes,Company,Εταιρεία
australia,4,yes,Australia,Αυστραλία
koutsoumbas,4,yes,Koutsoumbas,Κουτσούμπας
sophia sakorafa,4,yes,Sophia Sakorafa,Σοφία Σακοράφα
cyclades,4,yes,Cyclades,Κυκλάδες
ministry of health,4,yes,Ministry Of Health,Υπουργείο Υγείας
imf,4,yes,IMF,ΔΝΤ
alliance for rupture,4,yes,Alliance For Rupture,Συμμαχία Για Ρήξη
japan,4,yes,Japan,Ιαπωνία
market pass,4,yes,Market Pass,Πάσο Αγοράς
stournaras,4,yes,Stournaras,Στουρνάρας
fellow travellers,4,yes,Fellow Travellers,Συνταξιδιώτες
switzerland,4,yes,Switzerland,Ελβετία
social housing agency,4,yes,Social Housing Agency,Οργανισμός Κοινωνικής Στέγασης
city,4,yes,City,Πόλη
election sunday,4,yes,Election Sunday,Κυριακή Των Εκλογών
danae,4,yes,Danae,Danae
israel,4,yes,Israel,Ισραήλ
jp morgan,4,yes,Jp Morgan,Jp Morgan
civil war,4,yes,Civil War,Εμφύλιος Πόλεμος
sea,4,yes,Sea,Θάλασσα
c.c.e.,4,yes,C.c.e.,C.c.e.
compañeros,4,yes,Compañeros,Συνάδελφοι
acropolis,4,yes,Acropolis,Ακρόπολη
larco,4,yes,Larco,Λάρκο
112,4,yes,112,112
hospital,4,yes,Hospital,Νοσοκομείο
trade unions,4,yes,Trade Unions,Συνδικάτα
nd government,4,yes,Nd Government,Κυβέρνηση ΝΔ
950 euros,4,yes,950 Euros,950 Ευρώ
e65,4,yes,E65,E65
80 hospitals,4,yes,80 Hospitals,80 Νοσοκομεία
air force,4,yes,Air Force,Πολεμική Αεροπορία
780 euros,4,yes,780 Euros,780 Ευρώ
krya vrysi,4,yes,Krya Vrysi,Krya Vrysi
onnedites,4,yes,ONNED Members,ΟΝΝΕΔίτες/ίτισσες
frigates,4,yes,Frigates,Φρεγάτες
messolonghi,4,yes,Messolonghi,Μεσσολόγγι
sudan,4,yes,Sudan,Σουδάν
us congress,4,yes,US Congress,Κογκρέσο Των ΗΠΑ
united states congress,4,yes,United States Congress,Κογκρέσο Των Ηνωμένων Πολιτειών
libraries,4,yes,Libraries,Βιβλιοθήκες
greek national minority,4,yes,Greek National Minority,Ελληνική Εθνική Μειονότητα
nikaia,4,yes,Nikaia,Νίκαια
f-16 vipers,4,yes,F-16 Vipers,F-16 Vipers
lixouri,4,yes,Lixouri,Ληξούρι
socialist party,3,yes,Socialist Party,Σοσιαλιστικό Κόμμα
tempi river,3,yes,Tempi River,Τέμπη
weak greeks,3,yes,Weak Greeks,Αδύναμοι Έλληνες
tax incentives,3,yes,Tax Incentives,Φορολογικά Κίνητρα
urban centres,3,yes,Urban Centres,Αστικά Κέντρα
younger generations,3,yes,Younger Generations,Νεότερες Γενιές
photovoltaic panels,3,yes,Photovoltaic Panels,Φωτοβολταϊκά Πάνελ
400,3,yes,400,400
politics,3,yes,Politics,Πολιτική
program,3,yes,Program,Πρόγραμμα
professionals,3,yes,Professionals,Επαγγελματίες
generation,3,yes,Generation,Γενιά
south africa,3,yes,South Africa,Νότια Αφρική
independent transparency authority,3,yes,Independent Transparency Authority,Ανεξάρτητη Αρχή Διαφάνειας
nis,3,yes,Nis,ΕΥΠ
nation,3,yes,Nation,Έθνος
freelancers,3,yes,Freelancers,Ελεύθεροι Επαγγελματίες
populism,3,yes,Populism,Λαϊκισμός
georgiou,3,yes,Georgiou,Γεωργίου
diavgeia,3,yes,Diavgeia,Διαύγεια
kapodistrias,3,yes,Kapodistrias,Καποδίστριας
contract,3,yes,Contract,Σύμβαση
nurseries,3,yes,Nurseries,Παιδικοί Σταθμοί
15 days,3,yes,15 Days,15 Ημέρες
mr pappas,3,yes,Mr Pappas,κ. Παππάς
patsy's,3,yes,Patsy's,Πάτσης
mr voridis,3,yes,Mr Voridis,κ. Βορίδης
80,3,yes,80,80
elga insurance,3,yes,Elga Insurance,Ασφάλιση ΕΛΓΑ
gentleman,3,yes,Gentleman,Κύριος
karamanlis government,3,yes,Karamanlis Government,Κυβέρνηση Καραμανλή
smes,3,yes,SMEs,Mικρές Και Μεσαίες Επιχειρήσεις
democrat,3,yes,Democrat,Δημοκράτης
high school,3,yes,High School,Γυμνάσιο
democratic heraklion,3,yes,Democratic Heraklion,Δημοκρατικό Ηράκλειο
neo-nazism,3,yes,Neo-nazism,Νεοναζισμός
immigrants,3,yes,Immigrants,Μετανάστες
greek mother,3,yes,Greek Mother,Ελληνίδα Μητέρα
demographics,3,yes,Demographics,Δημογραφικά Στοιχεία
150 listed companies,3,yes,150 Listed Companies,150 Εισηγμένες Εταιρείες
the government,3,yes,The Government,Η Κυβέρνηση
greek youth,3,yes,Greek Youth,Ελληνική Νεολαία
tv,3,yes,Tv,Τηλεόραση
livestock,3,yes,Livestock,Ζωικό Κεφάλαιο
pinochet,3,yes,Pinochet,Πινοσέτ
eur 150,3,yes,Eur 150,Eur 150
this party,3,yes,This Party,Αυτό Το Κόμμα
student,3,yes,Student,Μαθητής
freddy beleri,3,yes,Freddy Beleri,Freddy Beleri
danes,3,yes,Danes,Σήμερα
dutch,3,yes,Dutch,Ολλανδικό
114,3,yes,114,114
independent authorities,3,yes,Independent Authorities,Ανεξάρτητες Αρχές
victims,3,yes,Victims,Θύματα
florina,3,yes,Florina,Φλώρινα
north-eastern aegean,3,yes,North-eastern Aegean,Βορειοανατολικό Αιγαίο
parental benefit tax,3,yes,Parental Benefit Tax,Φόρος Γονικών Παροχών
our party,3,yes,Our Party,Το Κόμμα Μας
second world war,3,yes,Second World War,Β' Παγκόσμιος Πόλεμος
public interest,3,yes,Public Interest,Δημόσιο Συμφέρον
economists,3,yes,Economists,Οικονομολόγοι
public school,3,yes,Public School,Δημόσιο Σχολείο
stockbreeders,3,yes,Stockbreeders,Κτηνοτρόφοι
80s,3,yes,80s,80s
2000,3,yes,2000,2000
power,3,yes,Power,Ισχύς
human rights,3,yes,Human Rights,Ανθρώπινα Δικαιώματα
aesep,3,yes,Aesep,Aesep
ccp,3,yes,Ccp,Ccp
national dignity,3,yes,National Dignity,Εθνική Αξιοπρέπεια
first home,3,yes,First Home,Πρώτη Κατοικία
united states of america,3,yes,United States Of America,Ηνωμένες Πολιτείες Της Αμερικής
fire brigade,3,yes,Fire Brigade,Πυροσβεστική Υπηρεσία
occupation,3,yes,Occupation,Επάγγελμα
years,3,yes,Years,Χρόνια
mr. dendias,3,yes,Mr. Dendias,κ. Δένδιας
greek prime minister,3,yes,Greek Prime Minister,Έλληνας Πρωθυπουργός
10 billion euros,3,yes,10 Billion Euros,10 Δισεκατομμύρια Ευρώ
villages,3,yes,Villages,Χωριά
political staff,3,yes,Political Staff,Πολιτικό Προσωπικό
member of parliament,3,yes,Member Of Parliament,Μέλος Του Κοινοβουλίου
elstat,3,yes,ELSTAT,ΕΛΣΤΑΤ
none,3,no,nan,Κανένας
delphi forum,3,yes,Delphi Forum,Φόρουμ των Δελφών
mr dendias,3,yes,Mr Dendias,κ. Δένδιας
democracy square,3,yes,Democracy Square,Πλατεία Δημοκρατίας
progressive cooperation,3,yes,Progressive Cooperation,Προοδευτική Συνεργασία
prosecutor of the supreme court,3,yes,Prosecutor Of The Supreme Court,Εισαγγελέας Του Ανωτάτου Δικαστηρίου
democratic people,3,yes,Democratic People,Δημοκρατικοί Άνθρωποι
streets,3,yes,Streets,Δρόμοι
wage increase,3,yes,Wage Increase,Αύξηση Μισθών
price reduction,3,yes,Price Reduction,Μείωση Της Τιμής
public finances,3,yes,Public Finances,Δημόσια Οικονομικά
small and medium-sized businesses,3,yes,Small And Medium-sized Businesses,Μικρές Και Μεσαίες Επιχειρήσεις
countryside,3,yes,Countryside,Εξοχή
republic square,3,yes,Republic Square,Πλατεία Δημοκρατίας
manolis glezos,3,yes,Manolis Glezos,Πίνακες Ζωγραφικής Του Μανώλη
blue golden boys,3,yes,Blue Golden Boys,Γαλάζια Golden Boys
public hospital,3,yes,Public Hospital,Δημόσιο Νοσοκομείο
producer,3,yes,Producer,Παραγωγός
